Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2020,Palm Beach,FL,Passenger,0,1,1,75,76,1.32
August 31 2020,Pend Oreille,WA,Passenger,8,5,13,9230,9243,0.14
August 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
August 31 2020,Richland,SC,Passenger,0,1,1,150,151,0.66
August 31 2020,Salt Lake,UT,Passenger,0,2,2,179,181,1.10
August 31 2020,Skamania,WA,Passenger,31,22,53,8376,8429,0.63
August 31 2020,Solano,CA,Passenger,1,0,1,212,213,0.47
October 31 2020,Howard,MD,Passenger,0,1,1,64,65,1.54
October 31 2020,Kern,CA,Passenger,0,1,1,221,222,0.45
October 31 2020,Kitsap,WA,Passenger,1465,730,2195,179734,181929,1.21
October 31 2020,Kittitas,WA,Passenger,121,49,170,29703,29873,0.57
October 31 2020,Kittitas,WA,Truck,0,0,0,14627,14627,0.00
October 31 2020,Klamath,OR,Passenger,1,0,1,29,30,3.33
October 31 2020,Larimer,CO,Passenger,1,0,1,51,52,1.92
